version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.1,235,4,C,,UN01006002,ASBIE,明細文書ヘッダ決済／外貨建て請求書合計金額グループ,0..1,CIIL_ Supply Chain_ Trade Settlement,Specified,,CIIL_ Trade Settlement_ Monetary Summation,外貨建て請求書明細文書ヘッダの合計金額に関するグループ。,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,Monetary Summation,DocumentSettlementTradeSettlementMonetarySummation,TradeSettlementMonetarySummation,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation
v4.1,237,5,A,,UN01006011,BBIE,（外貨建て請求書）明細文書ヘッダ合計税額,0..1,CIIL_ Trade Settlement_ Monetary Summation,Tax Total,Amount,,"外貨建て適格請求書の明細文書ヘッダの日本円合計税額。
通貨コード属性＝JPY
文書通貨コード＝「外貨」、税通貨コード＝「JPY」の場合に利用する",,"通貨コード
ISO4217",CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,DocumentSettlementMonetarySummationTaxTotalAmount,TaxTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/TradeSettlementMonetarySummation/TaxTotalAmount
v4.1,238,4,C,,UN01006005,ASBIE,明細文書ヘッダ決済／参照文書グループ,0..n,CIIL_ Supply Chain_ Trade Settlement,Additional_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダ決済の参照文書に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,Additional Document,DocumentSettlementReferencedReferencedDocument,ReferencedReferencedDocument,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument
v4.1,240,5,A,PK,UN01005580,BBIE,（明細文書ヘッダ参照）文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,この明細文書ヘッダが参照する文書のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentSettlementReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/IssuerAssignedID
v4.3,241,5,A,,UN01005581,BBIE,（明細文書ヘッダ参照）文書URL_ID,0..1,CI_ Referenced_ Document,URI_ Identification,Identifier,,この文書が参照する文書が所在するURL_ID,,,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentSettlementReferencedDocumentURIID,URIID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/URIID
v4.1,242,5,A,,UN01005582,BBIE,（明細文書ヘッダ参照）文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,この明細文書ヘッダが参照する文書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentSettlementReferencedDocumentIssueDateTime,IssueDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/IssueDateTime
v4.1,243,5,A,,UN01005588,BBIE,（明細文書ヘッダ参照）文書履歴ID,0..1,CI_ Referenced_ Document,Revision_ Identification,Identifier,,この明細文書ヘッダの参照文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentSettlementReferencedDocumentRevisionID,RevisionID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/RevisionID
v4.1,244,5,A,,UN01006415,BBIE,（明細文書ヘッダ参照）文書説明,0..1,CI_ Referenced_ Document,Information,Text,,この明細文書ヘッダの参照文書の説明,,,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,DocumentSettlementReferencedDocumentInformationText,Information,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/Information
v4.1,245,5,A,,UN01009672,BBIE,（明細文書ヘッダ参照）文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,この明細文書ヘッダの参照文書の文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,DocumentSettlementReferencedDocumentTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/TypeCode
v4.1,246,5,A,,UN01014899,BBIE,（明細文書ヘッダ参照）文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,DocumentSettlementReferencedDocumentSubtypeCode,SubtypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReferencedReferencedDocument/SubtypeCode
v4.1,247,4,C,,UN01006079,ASBIE,明細文書ヘッダ決済／会計アカウントグループ,0..1,CIIL_ Supply Chain_ Trade Settlement,Receivable_ Specified,,CI_ Trade_ Accounting Account,この明細文書ヘッダの会計アカウントに関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,Accounts Receivable,DocumentSettlementReceivableTradeAccountingAccount,ReceivableTradeAccountingAccount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReceivableTradeAccountingAccount
v4.3,249,5,A,PK,UN01005681,BBIE,明細文書ヘッダ会計アカウントID,1..1,CI_ Trade_ Accounting Account,Identification,Identifier,,明細文書ヘッダ会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,ID,DocumentReceivableTradeAccountingAccountID,ID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReceivableTradeAccountingAccount/ID
v4.1,250,5,A,,UN01005683,BBIE,明細文書ヘッダ会計アカウントタイプコード,0..1,CI_ Trade_ Accounting Account,Type,Code,,明細文書ヘッダ会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",Type Code,DocumentReceivableTradeAccountingAccountTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReceivableTradeAccountingAccount/TypeCode
v4.1,251,5,A,,UN01005685,BBIE,明細文書ヘッダ会計アカウント名,0..1,CI_ Trade_ Accounting Account,Name,Text,,明細文書ヘッダ会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",Name,DocumentReceivableTradeAccountingAccountName,Name,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/TradeSettlement/ReceivableTradeAccountingAccount/Name
v1,252,3,C,,UN01009669,ASBIE,明細文書ヘッダ／明細行グループ,1..n,CIIL_ Supply Chain_ Trade Line Item,Subordinate,,CIILB_ Subordinate_ Trade Line Item,明細文書ヘッダの明細行に関するグループ。,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,A CIILB trade line item subordinate to this supply chain trade line item.,Subordinate Trade Line Item,LineSubordinateSubordinateTradeLineItem,SubordinateSubordinateTradeLineItem,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem
v1,254,4,A,PK,UN01009648,BBIE,明細行ID,1..1,CIILB_ Subordinate_ Trade Line Item,Identification,Identifier,,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,An identifier for this CIILB subordinate trade line item.,ID,LineID,ID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/ID
v4,255,4,A,,UN01014637,BBIE,明細行類型コード,0..1,CIILB_ Subordinate_ Trade Line Item,Category,Code,,"この明細行の取引類型（資産譲渡、返金、追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",JECxxxx,,CIILB_ Subordinate_ Trade Line Item. Category. Code,The code specifying the category of this CIILB subordinate trade line item.,Category Code,LineCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/CategoryCode
v4.2,256,4,C,,UN01015533,ASBIE,明細行／注釈グループ,0..n,CIILB_ Subordinate_ Trade Line Item,Included,,CI_ Note,明細行の注釈に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,A note included in this CIILB subordinate trade line item.,Included Note,LineNote,Note,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/Note
v4.1,258,5,A,,UN01005558,BBIE,明細行注釈表題,0..1,CI_ Note,Subject,Text,,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",Subject Text,LineNoteSubjectText,Subject,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/Note/Subject
v4.1,259,5,A,,UN01005560,BBIE,明細行注釈内容,0..1,CI_ Note,Content,Text,,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",Content Text,LineNoteContentText,Content,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/Note/Content
v4.1,260,5,A,,UN01005562,BBIE,明細行注釈ID,0..1,CI_ Note,Identification,Identifier,,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",,,CI_ Note. Identification. Identifier,The unique identifier for this CI note.,ID,LineNoteID,ID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/Note/ID
v1,261,4,C,,UN01009649,ASBIE,明細行／取引契約グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Agreement,明細行の取引契約に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,The supply chain trade agreement specified for this CIILB subordinate trade line item.,Trade Agreement,LineTradeAgreement,TradeAgreement,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement
v4,263,5,C,,UN01009656,ASBIE,明細行契約／明細行参照文書グループ,0..1,CIILB_ Supply Chain_ Trade Agreement,Additional_ Referenced,,CI_ Referenced_ Document,取引契約と明細行参照文書に関するグループ,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,LineTradeAgreementReferencedReferencedDocument,ReferencedReferencedDocument,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument
v4,265,6,A,PK,UN01005580,BBIE,（明細行参照）文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,この明細行が参照する文書に記載の文書ID。,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,LineTradeAgreementReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/IssuerAssignedID
v4.3,266,6,A,,UN01005581,BBIE,（明細行参照）文書URL_ID,0..1,CI_ Referenced_ Document,URI_ Identification,Identifier,,この明細行が参照する文書が所在するURL_ID,,,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,LineTradeAgreementReferencedDocumentURIID,URIID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/URIID
v4.3,267,6,A,,UN01005582,BBIE,（明細行参照）文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,この明細行が参照する文書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,LineTradeAgreementReferencedDocumentIssueDateTime,IssueDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/IssueDateTime
v4,268,6,A,PK,UN01005585,BBIE,（明細行参照）文書明細行ID,1..1,CI_ Referenced_ Document,Line,Identifier,,この明細行が参照する文書に記載の文書明細行ID。,,,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,LineAgreementReferencedDocumentLineID,LineID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/LineID
v4,269,6,A,,UN01005588,BBIE,（明細行参照）文書履歴ID,0..1,CI_ Referenced_ Document,Revision_ Identification,Identifier,,この明細行が参照する文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,LineTradeAgreementReferencedDocumentRevisionID,RevisionID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/RevisionID
v4.3,270,6,A,,UN01005589,BBIE,（明細行参照）文書名,0..1,CI_ Referenced_ Document,Name,Text,,この明細行が参照する文書の名称,,,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,LineTradeAgreementReferencedDocumentName,Name,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/Name
v4.3,271,6,A,,UN01006415,BBIE,（明細行参照）文書情報,0..n,CI_ Referenced_ Document,Information,Text,,この明細行が参照する文書に記載の情報,,,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,LineTradeAgreementReferencedDocumentInformationText,Information,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/Information
v4,272,6,A,,UN01009672,BBIE,（明細行参照）文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,この明細行が参照する文書の文書タイプを識別するコード。,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,LineTradeAgreementReferencedDocumentTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/TypeCode
v4,273,6,A,,UN01009672,BBIE,（明細行参照）文書類型コード,0..1,CI_ Referenced_ Document,Type,Code,,この明細行が参照する文書の類型タイプを識別するコード。,JECxxxx,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,LineTradeAgreementReferencedDocumentTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/TypeCode
v4,274,6,A,,UN01014899,BBIE,（明細行参照）文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,この明細行が参照する文書の文書サブタイプを識別するコード。,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,LineTradeAgreementReferencedDocumentSubtypeCode,SubtypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/ReferencedReferencedDocument/SubtypeCode
v1,275,5,C,,UN01009658,ASBIE,明細行契約／契約単価グループ,1..1,CIILB_ Supply Chain_ Trade Agreement,Net Price_ Product,,CI_ Trade_ Price,明細行の契約単価に関するグループ。,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,A net product price in this CIILB supply chain trade agreement.,Product Net Price,LineTradeAgreementNetPriceProductTradePrice,NetPriceProductTradePrice,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/NetPriceProductTradePrice
v1/v3,277,6,A,,UN01005792,BBIE,契約単価,1..1,CI_ Trade_ Price,Charge,Amount,,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",,,CI_ Trade_ Price. Charge. Amount,A monetary value of this CI trade price charge.,Charge Amount,LineAgreementNetProductTradePriceChargeAmount,ChargeAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeAgreement/NetPriceProductTradePrice/ChargeAmount
v1,278,4,C,,UN01009650,ASBIE,明細行／配送グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Delivery,明細行の配送に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,The supply chain trade delivery specified for this CIILB subordinate trade line item.,Trade Delivery,LineTradeDelivery,TradeDelivery,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeDelivery
v1,280,5,A,,UN01014639,BBIE,配送数量,1..1,CIILB_ Supply Chain_ Trade Delivery,Billed,Quantity,,"この情報項目は取引数量の指定に利用する。
この項目の属性として数量単位コードを指定することにより、ずべての品目の取引数量指定に利用できる。
流通業の定貫品目取引では、この項目は利用せず「セット数量」または「バラ数量」を利用する。","数量単位コード
UNECERec20",,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,The billed quantity of this CIILB supply chain trade delivery.,Billed Quantity,LineTradeDeliveryBilledQuantity,BilledQuantity,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeDelivery/BilledQuantity
v1,281,4,C,,UN01009651,ASBIE,明細行／決裁グループ,1..1,CIILB_ Subordinate_ Trade Line Item,Specified,,CIILB_ Supply Chain_ Trade Settlement,明細行の決済に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,LineTradeSettlement,TradeSettlement,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement
v４,283,5,A,,UN01014641,BBIE,明細行取引方向コード,0..1,CIILB_ Supply Chain_ Trade Settlement,Direction,Code,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",JECxxxx,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,LineTradeSettlementDirectionCode,DirectionCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/DirectionCode
v1,284,5,C,,UN01009665,ASBIE,明細行決済／明細行税グループ,1..1,CIILB_ Supply Chain_ Trade Settlement,Applicable,,CI_ Trade_ Tax,明細行決済の税に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,LineTradeSettlementTradeTax,TradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax
v1/v2,286,6,A,,UN01005834,BBIE,明細行税タイプコード,0..1,CI_ Trade_ Tax,Type,Code,,税の種類を識別するコード。デフォルトは消費税；VAT,UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,LineSettlementTradeTaxTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/TypeCode
v2,287,6,A,,UN01005839,BBIE,明細行譲渡資産金額（税抜き）,0..1,CI_ Trade_ Tax,Basis,Amount,,"この明細行の税抜き譲渡資産金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,LineSettlementTradeTaxBasisAmount,BasisAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/BasisAmount
v1/v2,288,6,A,,UN01005841,BBIE,明細行課税分類コード,1..1,CI_ Trade_ Tax,Category,Code,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,LineSettlementTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/CategoryCode
v2,289,6,A,,UN01005850,BBIE,明細行課税分類名,0..1,CI_ Trade_ Tax,Category Name,Text,,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,,,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,LineSettlementTradeTaxCategoryName,CategoryName,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/CategoryName
v1/v2,290,6,A,,UN01007174,BBIE,明細行税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,LineSettlementTradeTaxRatePercent,RatePercent,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/RatePercent
v2,291,6,A,,UN01013040,BBIE,明細行譲渡資産金額(税込み),0..1,CI_ Trade_ Tax,Grand Total,Amount,,この明細行の税額を含む譲渡資産金額（税込み）,,,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,LineSettlementTradeTaxGrandTotalAmount,GrandTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/GrandTotalAmount
v4,292,6,A,,UN01014650,BBIE,明細行適用税制ID,0..1,CI_ Trade_ Tax,Local Tax System,Identifier,,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LineSettlementTradeTaxLocalTaxSystemID,LocalTaxSystemID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/TradeTax/LocalTaxSystemID
v4.3,293,5,C,,UN01014643,ASBIE,明細行決済／調整（調整差額調整）グループ,0..1,CIILB_ Supply Chain_ Trade Settlement,Specified,,CI_ Financial_ Adjustment,明細行決済の調整（修正差額調整）に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,LineTradeSettlementFinancialAdjustment,FinancialAdjustment,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment
v4.3,295,6,A,,UN01005488,BBIE,明細行調整理由コード（修正差額調整）,0..1,CI_ Financial_ Adjustment,Reason,Code,,"この明細行の調整理由を示す識別コード
'=62(修正差額調整)",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,LineTradeSettlementFinancialAdjustmentReasonCode,ReasonCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/ReasonCode
v4.3,296,6,A,,UN01005489,BBIE,明細行調整理由,0..1,CI_ Financial_ Adjustment,Reason,Text,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,LineTradeSettlementFinancialAdjustmentReasonText,Reason,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/Reason
v4.3,297,6,A,,UN01005490,BBIE,明細行調整金額,0..1,CI_ Financial_ Adjustment,Actual,Amount,,"この明細行の調整金額
＜調整理由コード＝62＞
'=修正差額調整金額",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,LineTradeSettlementFinancialAdjustmentActualAmount,ActualAmount,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/ActualAmount
v4.3,298,6,C,,UN01014897,ASBIE,明細行調整／調整税グループ,0..1,CI_ Financial_ Adjustment,Related,,CI_ Trade_ Tax,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,LineSettlementFinancialAdjustmentRelatedTradeTax,RelatedTradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/RelatedTradeTax
v4.3,300,7,A,,UN01007174,BBIE,明細行調整税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,調整明細行の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,LineSettlementFinancialAdjustmentTradeTaxRatePercent,RatePercent,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/RelatedTradeTax/RatePercent
v4.3,301,7,A,,UN01005841,BBIE,明細行調整課税分類コード,0..1,CI_ Trade_ Tax,Category,Code,,調整明細行の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,LineSettlementFinancialAdjustmentTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/SubordinateSubordinateTradeLineItem/TradeSettlement/FinancialAdjustment/RelatedTradeTax/CategoryCode
