sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
261,6,A,PK,ID Number,xbrli:stringItemType,0..1,,"External Authority (e,g, Tax Authority) ID Number associated with identifierReference",gl-cor,0,External Authority,CO10a_01,/CO16a/CO15a/CO14a/CO11a/CO10a/CO10a_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.External Authority.ID Number,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.ExtrnlAthrty.IdNumbr,外部機関付与識別番号,identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。,gl-cor:externalAuthorityIdNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityIdNumber
262,6,A,,Name,xbrli:stringItemType,0..1,,Name of External Authority (e.g. Tax Authority),gl-cor,0,External Authority,CO10a_02,/CO16a/CO15a/CO14a/CO11a/CO10a/CO10a_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.External Authority.Name,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.ExtrnlAthrty.Nam,外部機関名,外部機関の名前（たとえば、税務署）,gl-cor:externalAuthorityName,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityName
263,6,A,,Verification Date,xbrli:dateTimeItemType,0..1,,Date on which the External Authority last performed a verification,gl-cor,0,External Authority,CO10a_03,/CO16a/CO15a/CO14a/CO11a/CO10a/CO10a_03,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.External Authority.Verification Date,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.ExtrnlAthrty.VerfctnDat,外部機関認証日付,外部機関が最後に認証した日付。,gl-cor:externalAuthorityVerificationDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityVerificationDate
264,5,C,,Email,,0..*,,Email address information.,gl-bus,0,Email,BU04d,/CO16a/CO15a/CO14a/CO11a/BU04d,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Email,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Eml,【Eメールアドレス】,Eメールアドレス情報。,gl-bus:identifierReferenceEmail,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceEmail
265,6,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,Email,BU04d_BU03_01,/CO16a/CO15a/CO14a/CO11a/BU04d/BU04d_BU03_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Email.Descrption,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Eml.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-bus:identifierReferenceEmailDescrption,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceEmail/gl-bus:identifierReferenceEmailDescrption
266,6,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-bus,0,Email,BU04d_BU03_02,/CO16a/CO15a/CO14a/CO11a/BU04d/BU04d_BU03_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Email.Address,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Eml.Addrss,URIアドレス,URIアドレス。,gl-bus:identifierReferenceEmailAddress,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceEmail/gl-bus:identifierReferenceEmailAddress
267,5,C,,Phone,,0..*,,Phone number information.,gl-bus,0,Phone,BU01d,/CO16a/CO15a/CO14a/CO11a/BU01d,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Phone,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Phon,【電話番号】,主要電話番号情報。,gl-bus:identifierReferencePhone,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferencePhone
268,6,A,,Description,xbrli:tokenItemType,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,0,Phone,BU01d_01,/CO16a/CO15a/CO14a/CO11a/BU01d/BU01d_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Phone.Description,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Phon.Descrptn,電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-bus:identifierReferencePhoneDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferencePhone/gl-bus:identifierReferencePhoneDescription
269,6,A,,Number,xbrli:stringItemType,0..1,,Phone number referred to in Phone Number Description'\.,gl-bus,0,Phone,BU01d_02,/CO16a/CO15a/CO14a/CO11a/BU01d/BU01d_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Phone.Number,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Phon.Numbr,電話番号,電話番号用途で示される電話番号。,gl-bus:identifierReferencePhoneNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferencePhone/gl-bus:identifierReferencePhoneNumber
270,5,C,,Fax,,0..*,,Fax number information.,gl-bus,0,Fax,BU02d,/CO16a/CO15a/CO14a/CO11a/BU02d,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Fax,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Fax,【FAX番号】,FAX番号情報。,gl-bus:identifierReferenceFax,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceFax
271,6,A,,Usage,xbrli:stringItemType,0..1,,"Fax number usage (e.g. orders, head office, IR)",gl-bus,0,Fax,BU02d_01,/CO16a/CO15a/CO14a/CO11a/BU02d/BU02d_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Fax.Usage,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Fax.Usg,FAX番号用途,FAX番号の用途。(注文、本社、IRなど),gl-bus:identifierReferenceFaxUsage,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceFax/gl-bus:identifierReferenceFaxUsage
272,6,A,,Number,xbrli:stringItemType,0..1,,Fax Number,gl-bus,0,Fax,BU02d_02,/CO16a/CO15a/CO14a/CO11a/BU02d/BU02d_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Fax.Number,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Fax.Numbr,FAX番号,FAX番号。,gl-bus:identifierReferenceFaxNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceFax/gl-bus:identifierReferenceFaxNumber
273,5,C,,Address,,0..*,,Structure which contains address information.,gl-bus,0,Address,BU06c,/CO16a/CO15a/CO14a/CO11a/BU06c,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss,【住所】,住所情報。,gl-bus:identifierReferenceAddress,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress
274,6,A,,Name,xbrli:stringItemType,0..1,,Address Name,gl-bus,0,Address,BU06c_01,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Name,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Nam,住所名,住所の名前。,gl-bus:identifierReferenceAddressName,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressName
275,6,A,,Description,xbrli:stringItemType,0..1,,Address Description,gl-bus,0,Address,BU06c_02,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Description,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Descrptn,住所説明,住所の説明。,gl-bus:identifierReferenceAddressDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressDescription
276,6,A,,Purpose,xbrli:stringItemType,0..1,,Address Purpose,gl-bus,0,Address,BU06c_03,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_03,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Purpose,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Purps,住所目的,住所の目的。,gl-bus:identifierReferenceAddressPurpose,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressPurpose
277,6,A,,Location Identifier,xbrli:stringItemType,0..1,,A code used to identify the location and to associate it with contacts and transactions,gl-bus,0,Address,BU06c_04,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_04,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Location Identifier,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.LoctnIdntfr,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,gl-bus:identifierReferenceAddressLocationIdentifier,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressLocationIdentifier
278,6,A,,Building Number,xbrli:stringItemType,0..1,,Building Number,gl-bus,0,Address,BU06c_05,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_05,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Building Number,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.BuldngNumbr,住所建物番号,建物番号。,gl-bus:identifierReferenceAddressBuildingNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressBuildingNumber
279,6,A,,Street,xbrli:stringItemType,0..1,,Street address,gl-bus,0,Address,BU06c_06,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_06,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Street,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Stret,住所通り,住所の通り。,gl-bus:identifierReferenceAddressStreet,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressStreet
280,6,A,,Street2,xbrli:stringItemType,0..1,,Address Detail,gl-bus,0,Address,BU06c_07,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_07,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Street2,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Stret2,住所詳細,住所詳細。,gl-bus:identifierReferenceAddressStreet2,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressStreet2
281,6,A,,City,xbrli:stringItemType,0..1,,City,gl-bus,0,Address,BU06c_08,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_08,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.City,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.City,住所都市,住所の都市。,gl-bus:identifierReferenceAddressCity,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressCity
282,6,A,,State or Province,xbrli:stringItemType,0..1,,"State, province or region",gl-bus,0,Address,BU06c_09,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_09,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.State or Province,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.StatOrProvnc,住所州,住所の州や地方。,gl-bus:identifierReferenceAddressStateOrProvince,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressStateOrProvince
283,6,A,,Country,xbrli:stringItemType,0..1,,Country,gl-bus,0,Address,BU06c_10,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_10,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Country,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.Contry,住所国,住所の国。,gl-bus:identifierReferenceAddressCountry,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressCountry
284,6,A,,Zip or Postal Code,xbrli:stringItemType,0..1,,Zip or other postal code,gl-bus,0,Address,BU06c_11,/CO16a/CO15a/CO14a/CO11a/BU06c/BU06c_11,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Address.Zip or Postal Code,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Addrss.ZipOrPostlCod,住所郵便番号,住所の郵便番号。,gl-bus:identifierReferenceAddressZipOrPostalCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceAddress/gl-bus:identifierReferenceAddressZipOrPostalCode
285,5,C,,Contact,,0..*,,Information about contacts.,gl-bus,0,Contact,BU09c,/CO16a/CO15a/CO14a/CO11a/BU09c,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct,【担当者情報】,担当者に関する情報。,gl-bus:identifierReferenceContact,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact
286,6,A,PK,ID,xbrli:tokenItemType,1,,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,Contact,BU09c_BU08_01,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.ID,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.Id,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,gl-bus:identifierReferenceContactId,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactId
287,6,A,,Prefix,xbrli:stringItemType,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",gl-bus,0,Contact,BU09c_BU08_02,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.Prefix,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.Prefx,敬称,敬称(Dr.、Mr.、Mrs.など),gl-bus:identifierReferenceContactPrefix,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactPrefix
288,6,A,,Last Name,xbrli:stringItemType,0..1,,Last or family name,gl-bus,0,Contact,BU09c_BU08_03,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_03,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.Last Name,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.LastNam,姓,姓,gl-bus:identifierReferenceContactLastName,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactLastName
289,6,A,,First Name,xbrli:stringItemType,0..1,,First or given name,gl-bus,0,Contact,BU09c_BU08_04,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_04,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.First Name,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.FirstNam,名,名、クリスチャンネーム,gl-bus:identifierReferenceContactFirstName,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactFirstName
290,6,A,,Suffix,xbrli:stringItemType,0..1,,"Suffix (e.g. MD, CPA, Jr.)",gl-bus,0,Contact,BU09c_BU08_05,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_05,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.Suffix,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.Suffx,付加名称,付加名称(MD、CPA、Jr.など),gl-bus:identifierReferenceContactSuffix,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactSuffix
291,6,A,,Attention Line,xbrli:stringItemType,0..1,,Attention Line,gl-bus,0,Contact,BU09c_BU08_06,/CO16a/CO15a/CO14a/CO11a/BU09c/BU09c_BU08_06,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Contact.Attention Line,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Contct.AttntnLin,アテンションライン,アテンションライン,gl-bus:identifierReferenceContactAttentionLine,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierReferenceContact/gl-bus:identifierReferenceContactAttentionLine
